;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
302;femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;24/08/2017;7300000;microempresarial
303;femenino;comercio;tienda;blanquizal;01;13.0;14/05/2019;2000000;microempresarial
304;femenino;comercio;variedades;manrique oriental;2;3.0;23/03/2018;4000000;microempresarial
305;FEMENINO;comercio;variedades;san javier no.1;3;13.0;30/01/2018;6000000;microempresarial
306;femenino;comercio;tienda de helados;san javier no.1;3;13.0;6/07/2017;7000000;microempresarial
307;femenino;comercio;almacen de ropa en ;la francia;2;2.0;22/01/2018;7800000;Microempresarial
308;masculino;comercio;charcuteria;robledo;2;7.0;25/01/2017;5000000;microempresarial
309;Femenino;industria;fabrica de ;campo valdes no. 1;2;4.0;25/10/2017;6000000;microempresarial
310;femenino;industria;fabrica de ;santa cruz;2;2.0;2/11/2017;$ 5,000,000.00;microempresarial
311;femenino;comercio;almacen de ropa en ;enciso;2;8.0;3/10/2018;6000000;Microempresarial
312;femenino;servicio;productos de belleza;cordoba;3;7.0;31/10/2017;23510000;empresarial ed. 
313;masculino;comercio;tienda de helados;buenos aires;3;9.0;10/05/2017;6000000;microempresarial
314;femenino;servicio;peluqueria;castilla;3;5.0;24/11/2017;7300000;microempresarial
315;femenino;comercio;variedades;castilla;3;5.0;11/08/2017;2000000;microempresarial
316;femenino;Industria;fabrica de ;la palma;2;16.0;22/06/2018;2500000;microempresarial
317;masculino;industria;fabrica de ;buenos aires;3;9.0;12/06/2019;2500000;microempresarial
318;femenino;comercio;restaurante;la floresta;2;12.0;4/12/2017;7370000;microempresarial
319;masculino;servicio;cerrajeria;barrio caicedo;1;9.0;2/05/2018;3000000;microempresarial
320;Masculino;industria;fabrica de ;versalles no. 1;1;3.0;17/08/2018;7800000;microempresarial
321;femenino;industria;panaderia;santa cruz;1;2.0;31/03/2016;6000000;Microempresarial
322;masculino;servicio;montallantas;manrique_oriental;2;3.0;8/03/2017;7000000;microempresarial
323;masculino;industria;variedades;belen;3;16.0;27/10/2017;7300000;microempresarial
324;masculino;servicio;variedades;popular;2;1.0;4/07/2017;3000000;microempresarial
325;masculino;comercio;charcuteria;girardot;3;5.0;9/02/2017;7377000;microempresarial
326;femenino;industria;fabrica de ;playon de los ;2;2.0;17/08/2016;6890000;microempresarial
327;masculino;comercio;tienda;robledo;2;7.0;26/10/2018;4000000;microempresarial
328;femenino;comercio;comidas rapidas;prado;2;10.0;23/05/2018;6000000;microempresarial
329;femenino;industria;fabrica de ;san pablo;2;1.0;4/04/2018;4000000;microempresarial
330;femenino;servicio;peluqueria;san javier no.1;2;13.0;18/08/2017;1000000;microempresarial
331;masculino;industria;fabrica de ;20 De Julio;1;13.0;14/12/2018;7800000;Microempresarial
332;femenino;industria;fabrica de ;MANRIQUE ORIENTAL;2;3.0;6/03/2018;7812000;microempresarial
333;MASCULINO;industria;fabrica de alimentos;la avanzada;1;1.0;20/11/2018;7800000;microempresarial
334;masculino;agropecuaria;Venta De Pollos;belen;01;16.0;25/07/2017;14000000;microempresarial
335;femenino;comercio;comidas rapidas;robledo;3;7.0;22/02/2018;5000000;microempresarial
336;FEMENINO;comercio;almacen de ropa en ;campo valdes no. 1;3;4.0;6/06/2017;700000;microempresarial
337;femenino;industria;fabrica de ;santa cruz;2;2.0;2019/05/29;6000000;microempresarial
338;femenino;comercio;variedades;manrique central no. 2;2;3.0;24/02/2016;6000000;microempresarial
339;masculino;servicio;CAFE E INTERNET;san javier no.1;1;13.0;22/01/2019;6000000;microempresarial
340;femenino;comercio;almacen de ropa en ;popular;2;1.0;3/04/2018;16720000;microempresarial
341;masculino;comercio;viveros ;belen;3;16.0;10/08/2017;7000000;microempresarial
342;masculino;industria;PANADERIA;altavista;1;16.0;28/05/2018;7000000;microempresarial
343;femenino;industria;fabrica de calzado;enciso;2;8.0;12/04/2016;6890000;microempresarial
344;masculino;servicio;PELUQUERIA;cabecera san antonio ;2;80.0;2018/03/2;7800000;microempresarial
345;femenino;industria;fabrica de ;manrique oriental;2;4.0;15/02/2019;8200000;microempresarial
346;femenino;comercio;tienda;villatina;1;8.0;2/06/2017;$ 7,000,000.00;microempresarial
347;masculino;Servicio;mantenimiento_en_;la pradera;3;13.0;21/05/2018;6000000;microempresarial
348;femenino;servicio;cafe e internet;enciso;1;8.0;18/04/2017;7000000;microempresarial
349;masculino;comercio;comidas rapidas;la milagrosa;2;9.0;11/10/2017;4000000;microempresarial
350;femenino;Servicio;almacen de ropa en ;kennedy;2;7.0;2019/01/29;2250000;microempresarial
351;femenino;industria;fabrica de ;campo valdes no. 1;2;4.0;9/03/2017;$ 3,500,000.00;microempresarial
352;femenino;comercio;comidas rapidas;doce de octubre no.1;1;6.0;27/10/2017;7370000;microempresarial
353;masculino;comercio;tienda;robledo;3;7.0;10/11/2017;7000000;microempresarial
354;masculino;servicio;fabrica de arepas;manrique central no. 1;3;4.0;19/07/2016;4000000;microempresarial
355;femenino;servicio;productos de belleza;villa hermosa;3;8.0;11/05/2018;7800000;microempresarial
356;femenino;comercio;tienda de helados;manrique oriental;2;3.0;14/11/2018;7812000;microempresarial
357;femenino;servicio;cafe e internet;santo domingo savio ;1;1.0;19/10/2017;4000000;microempresarial
358;femenino;comercio;variedades;manrique central no. 2;2;3.0;2018/04/19;$ 5,000,000.00;microempresarial
359;Femenino;comercio;comidas rapidas;robledo;1;7.0;20/06/2017;7360000;microempresarial
360;femenino;comercio;variedades;manrique central no. 2;1;3.0;4/04/2018;7800000;microempresarial
361;femenino;industria;fabrica de ;villa hermosa;2;9.0;31/01/2019;8200000;microempresarial
362;femenino;industria;fabrica de ;la libertad;2;8.0;25/08/2016;3000000;microempresarial
363;masculino;comercio;almacen de ropa en ;popular;1;1.0;18/09/2017;7000000;microempresarial
364;masculino;comercio;panaderia;manrique central no. 1;2;4.0;24/01/2018;3000000;microempresarial
365;masculino;comercio;tienda de helados;la milagrosa;3;9.0;13/07/2018;4500000;microempresarial
366;femenino;comercio;charcuteria;robledo;2;7.0;5/02/2019;8281000;microempresarial
367;femenino;comercio;almacen de ropa en ;santa cruz;2;2.0;2018/06/1;4000000;microempresarial
368;masculino;servicio;peluqueria;el astillero;02;80.0;17/04/2018;5000000;microempresarial
369;femenino;industria;fabrica de ;manrique central no. 2;3;3.0;31/07/2018;5000000;microempresarial
370;femenino;industria;fabrica de ;el salvador;3;9.0;2/02/2016;5000000;microempresarial
371;femenino;comercio;tienda naturista;buenos aires;2;9.0;27/11/2017;7377000;microempresarial
372;masculino;industria;fabrica de ;popular;2;1.0;20/04/2018;7800000;microempresarial
373;femenino;comercio;legumbreria;florencia;2;5.0;27/04/2018;4400000;microempresarial
374;femenino;industria;fabrica de ;BOSTON;2;10.0;5/07/2017;7300000;microempresarial
375;femenino;comercio;variedades;enciso;2;8.0;17/05/2018;2000000;juridica y cap.semilla
376;femenino;comercio;papeleria;san german;2;7.0;14/07/2016;6300000;microempresarial
377;masculino;comercio;variedades;francisco antonio zea;3;5.0;17/05/2018;7000000;microempresarial
378;femenino;servicio;peluqueria;enciso;1;8.0;12/09/2017;4400000;microempresarial
379;femenino;comercio;papeleria;santa cruz;2;2.0;9/11/2017;7000000;microempresarial
380;masculino;comercio;distribuidora de ;santo domingo savio ;2;1.0;19/07/2017;7000000;microempresarial
381;femenino;servicio;peluqueria;santa cruz;3;2.0;2018/07/12;$ 7,800,000.00;microempresarial
382;femenino;comercio;variedades;manrique central no. 1;2;4.0;27/04/2018;4000000;microempresarial
383;Femenino;comercio;papeleria;aures no. 2;2;7.0;27/07/2018;5000000;microempresarial
384;femenino;comercio;Charcuteria;pablo vi;2;2.0;27/03/2017;2000000;microempresarial
385;femenino;servicio;mantenimiento en ;francisco antonio zea;3;5.0;29/03/2019;5000000;MICROEMPRESARIAL
386;masculino;comercio;variedades;villa del socorro;2;2.0;12/09/2016;6000000;microempresarial
387;femenino;comercio;legumbreria;20 de julio;1;13.0;6/11/2018;5000000;microempresarial
388;femenino;comercio;variedades;robledo;2;7.0;21/05/2019;8000000;microempresarial
389;masculino;comercio;panaderia;palmitas;2;50.0;2016/07/21;2000000;microempresarial
390;masculino;comercio;almacen de ropa en ;belen;3;16.0;12/10/2017;7000000;microempresarial
391;Femenino;servicio;peluqueria;castilla;3;5.0;3/05/2017;7200000;microempresarial
392;femenino;servicio;restaurante;popular;2;1.0;31/05/2016;6890000;microempresarial
393;femenino;industria;fabrica-de-calzado;cabecera san cristobal;1;60.0;5/05/2017;3500000;MICROEMPRESARIAL
394;masculino;comercio;almacen de ropa en ;san pablo;2;1.0;8/03/2017;7000000;microempresarial
395;femenino;comercio;variedades;cabecera san antonio ;3;80.0;20/01/2017;7377000;microempresarial
396;masculino;industria;carpinteria;manrique oriental;1;3.0;10/04/2018;3000000;microempresarial
397;masculino;comercio;taller de electronica;aguas frias;2;70.0;10/05/2017;7300000;microempresarial
398;femenino;comercio;comidas rapidas;manrique central no. 2;3;3.0;18/01/2019;5000000;microempresarial
399;femenino;comercio;criadero de animales ;santo domingo savio ;2;1.0;14/06/2018;1000000;microempresarial
400;masculino;comercio;fabrica de alimentos;manrique central no. 2;2;3.0;12/07/2016;6000000;microempresarial
401;femenino;Industria;fabrica de ;cabecera san cristobal;2;60.0;3/04/2018;7800000;microempresarial
402;femenino;industria;fabrica de ;OLAYA HERRERA;2;7.0;1/03/2018;7800000;microempresarial
403;femenino;industria;fabrica de alimentos;granizal;1;1.0;29/08/2016;6800000;microempresarial
404;Masculino;comercio;legumbreria;andalucia;2;2.0;18/12/2018;1000000;microempresarial
405;masculino;industria;fabrica de ;san javier no.1;3;13.0;28/04/2017;7377000;microempresarial
406;femenino;industria;fabrica de ;20 de julio;2;13.0;24/06/2016;6800000;microempresarial
407;femenino;industria;fabrica de ;buenos aires;3;9.0;28/11/2018;7800000;Microempresarial
408;femenino;industria;fabrica de ;santo domingo savio ;2;1.0;18/09/2017;4000000;microempresarial
409;femenino;comercio;variedades;andalucia;2;2.0;15/11/2018;7800000;microempresarial
410;femenino;industria;fabrica de ;llanaditas;1;8.0;5/07/2018;7800000;microempresarial
411;femenino;comercio;cafeteria;bel¿n;3;16.0;14/01/2016;6800000;microempresarial
412;femenino;comercio;fabrica de ;popular;1;1.0;2/05/2017;7370000;microempresarial
413;Femenino;comercio;variedades;moravia;2;4.0;13/06/2017;5000000;microempresarial
414;femenino;comercio;almacen de ropa en ;enciso;3;8.0;9/08/2017;7000000;microempresarial
415;femenino;comercio;papeleria;la loma;2;60.0;26/09/2017;7370000;microempresarial
416;femenino;comercio;DISTRIBUIDORA DE ;campo valdes no. 2;3;3.0;8/11/2018;4000000;microempresarial
417;femenino;comercio;COMIDAS RAPIDAS;santa cruz;2;2.0;11/10/2018;5000000;microempresarial
418;femenino;servicio;fabrica de ;santa cruz;2;2.0;24/08/2017;4000000;microempresarial
419;femenino;industria;ebanistaria;castilla;3;5.0;5/05/2016;4000000;microempresarial
420;masculino;COMERCIO;variedades;enciso;1;8.0;14/06/2018;3000000;microempresarial
421;femenino;industria;fabrica de ;el salvador;03;9.0;21/01/2019;4000000;microempresarial
422;masculino;comercio;tienda;cabecera san cristobal;2;60.0;7/06/2017;7300000;microempresarial
423;femenino;comercio;Variedades;santa cruz;2;2.0;23/05/2017;7300000;microempresarial
424;femenino;comercio;mantenimiento en ;san german;3;7.0;14/02/2018;6000000;microempresarial
425;femenino;comercio;comidas rapidas;EL SALVADOR;3;9.0;17/08/2018;5000000;microempresarial
426;femenino;industria;fabrica de ;picachito;1;6.0;20/12/2018;3000000;microempresarial
427;femenino;comercio;variedades;tejelo;3;5.0;26/07/2016;6890000;microempresarial
428;femenino;comercio;distribuidora de ;popular;2;;29/05/2018;3000000;microempresarial
429;FEMENINO;comercio;tienda;santo domingo savio ;1;1.0;23/02/2017;7300000;microempresarial
430;masculino;comercio;tienda;castilla;03;5.0;18/01/2019;2000000;microempresarial
431;masculino;comercio;panaderia;villa hermosa;2;8.0;2018/03/22;1500000;microempresarial
432;Femenino;;fabrica de ;doce de octubre no.1;2;6.0;31/07/2018;7000000;microempresarial
433;femenino;comercio;variedades;robledo;1;7.0;11/04/2016;$ 6,000,000.00;microempresarial
434;femenino;servicio;barberia;las palmas;03;10.0;28/02/2018;7000000;microempresarial
435;femenino;comercio;tienda;buenos aires;1;9.0;30/01/2018;5000000;microempresarial
436;femenino;servicio;peluqueria;enciso;3;8.0;18/07/2018;7000000;microempresarial
437;femenino;servicio;Cafe E Internet;robledo;3;7.0;23/11/2016;5000000;microempresarial
438;femenino;servicio;peluqueria;villa niza;2;2.0;25/08/2017;$ 1,500,000.00;microempresarial
439;masculino;Servicio;comidas rapidas;san javier no.1;2;13.0;5/07/2017;4000000;microempresarial
440;femenino;industria;fabrica de ;belen;3;16.0;6/06/2018;7000000;microempresarial
441;femenino;comercio;restaurante;la loma;1;60.0;14/02/2019;4000000;microempresarial
442;masculino;agropecuaria;sembrados;santa elena central;2;90.0;26/06/2019;7500000;agropecuaria
443;masculino;comercio;tienda;lopez de mesa;3;7.0;24/07/2018;1500000;microempresarial
444;masculino;servicio;variedades;robledo;2;7.0;27/08/2018;7000000;microempresarial
445;femenino;comercio;variedades;florencia;3;5.0;22/03/2017;7000000;microempresarial
446;femenino;comercio;legumbreria;doce de octubre no.1;1;6.0;17/05/2019;4500000;microempresarial
447;femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;27/04/2018;4000000;microempresarial
448;femenino;comercio;variedades;buenos aires;3;9.0;29/11/2017;4000000;microempresarial
449;masculino;comercio;Licorera;robledo;2;7.0;29/03/2017;7377000;microempresarial
450;femenino;industria;fabrica de ;manrique oriental;2;3.0;29/03/2017;3500000;microempresarial
451;FEMENINO;comercio;comidas rapidas;santander;2;6.0;30/10/2018;7800000;microempresarial
452;masculino;comercio;tienda;popular;2;1.0;1/03/2018;7800000;microempresarial
453;MASCULINO;Comercio;comidas rapidas;belen;3;16.0;18/07/2017;2000000;microempresarial
454;masculino;industria;fabrica de ;manrique oriental;2;3.0;15/06/2017;7000000;microempresarial
455;masculino;industria;fabrica de muebles;belalcazar;3;5.0;12/10/2017;7372000;microempresarial
456;femenino;comercio;tienda;barrio caicedo;1;9.0;24/10/2017;5000000;microempresarial
457;femenino;SERVICIO;peluqueria;popular;2;1.0;24/10/2018;7800000;microempresarial
458;masculino;servicio;mantenimiento en ;castilla;3;5.0;17/05/2017;30249103;empresarial ed. 
459;femenino;industria;fabrica de ;aranjuez;3;4.0;9/07/2018;6000000;microempresarial
460;femenino;comercio;variedades;aranjuez;3;4.0;23/02/2018;3000000;Microempresarial
461;femenino;comercio;Almacen De Ropa En ;santa cruz;2;2.0;1/06/2018;4000000;microempresarial
462;femenino;comercio;restaurante;trinidad;1;15.0;29/10/2018;6000000;microempresarial
463;femenino;industria;fabrica de calzado;enciso;2;8.0;5/08/2016;5000000;microempresarial
464;femenino;comercio;almacen_de_ropa_en_;belen;3;16.0;21/11/2018;4500000;microempresarial
465;femenino;servicio;comidas rapidas;villatina;1;8.0;27/05/2019;8281000;microempresarial
466;masculino;Comercio;variedades;barrio caicedo;2;9.0;24/10/2017;7300000;microempresarial
467;Femenino;;tienda;san javier no.1;02;13.0;8/06/2016;6890000;microempresarial
468;femenino;servicio;fotografia;robledo;2;7.0;25/01/2019;7800000;microempresarial
469;FEMENINO;comercio;variedades;prado;3;10.0;6/05/2016;6890000;microempresarial
470;femenino;industria;fabrica de ;playon de los ;1;2.0;14/09/2016;4000000;microempresarial
471;masculino;comercio;variedades;santa elena central;2;90.0;25/07/2017;7377000;microempresarial
472;femenino;industria;fabrica de ;santander;3;6.0;8/02/2017;3500000;microempresarial
473;masculino;industria;tienda;campo valdes no. 1;3;4.0;9/05/2018;7800000;microempresarial
474;femenino;industria;FABRICA DE ;robledo;2;7.0;17/08/2018;5000000;microempresarial
475;Femenino;industria;fabrica de ;alfonso lopez;3;5.0;1/12/2016;43435244;microempresarial
476;femenino;;fabrica de ;robledo;1;7.0;6/09/2017;7300000;microempresarial
477;masculino;comercio;billares;villatina;2;8.0;22/06/2017;2000000;microempresarial
478;femenino;comercio;comidas rapidas;boyaca;3;5.0;7/12/2016;6890000;microempresarial
479;femenino;Comercio;tienda;la loma;3;60.0;28/02/2018;7800000;microempresarial
480;masculino;industria;fabrica de ;santa cruz;2;2.0;18/06/2018;2000000;microempresarial
481;femenino;comercio;ferreteria;belen;2;16.0;4/02/2019;6500000;microempresarial
482;Femenino;comercio;variedades;playon de los ;2;2.0;11/09/2018;3750000;microempresarial
483;masculino;comercio;variedades;campo valdes no. 1;3;4.0;7/03/2018;7000000;microempresarial
484;MASCULINO;servicio;publicidad y ;pedregal;2;6.0;29/09/2016;6000000;microempresarial
485;femenino;servicio;peluqueria;buenos aires;2;9.0;24/10/2017;7300000;microempresarial
486;femenino;comercio;variedades;llanaditas;1;8.0;27/09/2017;2000000;microempresarial
487;femenino;comercio;tienda naturista;santo domingo savio ;2;1.0;5/09/2017;7000000;microempresarial
488;masculino;;mantenimiento en ;andalucia;1;2.0;22/01/2016;6890000;microempresarial
489;femenino;industria;fabrica de ;buenos aires;02;9.0;24/01/2018;4000000;microempresarial
490;femenino;comercio;variedades;San Javier No.1;2;13.0;13/01/2017;6890000;microempresarial
491;femenino;industria;fabrica de ;robledo;3;7.0;9/11/2016;6000000;microempresarial
492;femenino;comercio;comidas rapidas;Llanaditas;2;8.0;19/08/2016;6890000;microempresarial
493;femenino;comercio;productos de belleza;manrique central no. 1;2;4.0;8/05/2017;7377000;microempresarial
494;masculino;industria;fabrica de calzado;santa cruz;2;2.0;23/02/2017;7340000;microempresarial
495;masculino;servicio;taller de mecanica;naranjal;3;11.0;6/07/2018;7800000;microempresarial
